DATE,HIGH,LOW,CLOSE,NO. OF SHARES,NO. OF TRADES
08-05-2018,252.45,244.75,250,2584623,8207
07-05-2018,248.15,242,246.5,1721182,6479
04-05-2018,243.85,240.65,241.95,1905471,5090
03-05-2018,243.4,238.8,241.8,741317,5097
02-05-2018,246.4,239.75,240.65,638079,6516
30-04-2018,249.5,244.8,246.3,961621,7457
27-04-2018,245.75,232,242.65,1733902,13744
26-04-2018,238.75,232.6,233.35,851875,8398
25-04-2018,240.7,237,237.4,696728,6274
24-04-2018,243.5,239.5,240.6,636887,5059
23-04-2018,244.85,239.25,242.7,2604328,8495
20-04-2018,245.55,239.5,241.4,1176085,14885
19-04-2018,248.2,245.2,246.25,706446,6021
18-04-2018,250,245.4,246.25,844431,5987
17-04-2018,252.55,246.8,248.2,857524,6026
16-04-2018,251.5,247.5,249.3,582678,4992
13-04-2018,256.05,250.15,251.2,1005847,7764
12-04-2018,257.4,252.7,254.3,779024,6196
11-04-2018,263.25,256.5,257.3,858460,5882
10-04-2018,265.25,258.5,263.25,4251599,10672
09-04-2018,262.75,257.8,260.55,1675768,8400
06-04-2018,261.15,255,259.8,3233693,10552
05-04-2018,261.6,250,258.4,1541677,12242
04-04-2018,253,245.6,246.9,915994,6969
03-04-2018,253,248.25,250.35,2233250,11768
02-04-2018,251.95,245.15,246.3,819715,6465
28-03-2018,255.9,249.15,250.1,1095310,9363
27-03-2018,255.2,248.2,253.85,2726226,12231
26-03-2018,247.5,234.45,246.35,3101683,14649
23-03-2018,238.6,232.5,234.6,1993347,13791
22-03-2018,247.2,241,241.6,2448373,14205
21-03-2018,254,247.2,247.7,1581298,8213
20-03-2018,252.3,245.45,249.25,1135716,7562
19-03-2018,253.8,246.1,248.1,1074901,8707
16-03-2018,255.6,250.5,252.6,1834475,13379
15-03-2018,258.85,253.1,254.1,847186,6827
14-03-2018,257.6,250,257,1416650,9682
13-03-2018,262.4,250,254.9,2170015,14519
12-03-2018,255,247.4,252.85,1189923,9886
09-03-2018,257.55,251.9,253.15,970104,7431
08-03-2018,257.5,244.4,256.75,1871880,14220
07-03-2018,255.95,246,246.65,2370683,14479
06-03-2018,266.1,255,256.5,1478458,13163
05-03-2018,268,258.75,263.8,1259416,8924
01-03-2018,270,261.3,262.55,3299546,25431
28-02-2018,270.4,260.9,268.75,3090656,15604
27-02-2018,275.85,266.1,267.8,2343314,13061
26-02-2018,280.4,273.75,274.75,1976330,9379
23-02-2018,277.35,272.7,276.1,1803816,9220
22-02-2018,273.5,269.25,272.6,1232294,7750
21-02-2018,274,267.3,273.1,2068366,12916
20-02-2018,273.95,264.75,269.65,3655220,14559
19-02-2018,271.75,256.6,267.65,3120693,22956
16-02-2018,281.2,270,271.75,3887817,16314
15-02-2018,282,274.45,278.85,2897772,16577
14-02-2018,289.4,275.8,276.8,4035985,25801
12-02-2018,292.4,285,288.5,2614328,21726
09-02-2018,300.55,295.05,296.4,1480654,11369
08-02-2018,308.05,292.15,301.45,1575362,9778
07-02-2018,297.95,290.1,292.75,1658643,10069
06-02-2018,297.05,283.1,291.5,7376854,16778
05-02-2018,300,289.8,297.7,1100646,9262
02-02-2018,305.4,295.05,296.9,1746741,14663
01-02-2018,317.45,304.5,305.55,2992953,16984
31-01-2018,316.45,307.65,312.75,1593330,9634
30-01-2018,318.75,310.8,312.85,1516354,9902
29-01-2018,318,310,311.1,1897912,12641
25-01-2018,334.8,312,313.15,2511198,19114
24-01-2018,330.6,316.1,329.5,4061533,26140
23-01-2018,319.95,306.25,318,2680572,18555
22-01-2018,309.4,304,306.25,1371793,6051
19-01-2018,309.8,302.45,309.05,2100878,10399
18-01-2018,317.75,300.2,302.75,3848730,18595
17-01-2018,308,292.65,306.35,4250423,13234
16-01-2018,303.4,295.25,296.15,951637,7670
15-01-2018,305.15,301.55,302.25,1013072,8468
12-01-2018,304.8,300.6,301.8,624189,4787
11-01-2018,303.05,300.1,302,746295,8727
10-01-2018,305.8,300,301.05,911368,8815
09-01-2018,309.45,303.45,304.25,1620111,7012
08-01-2018,309.3,305,305.65,1043824,6178
05-01-2018,311.8,305.6,306.2,1897329,7416
04-01-2018,309.9,303,308.05,2863595,11094
03-01-2018,306.4,302.15,302.85,806325,6812
02-01-2018,308.85,301.65,302.9,1188380,8900
01-01-2018,312.75,306.5,307.05,1725476,5796
29-12-2017,311.95,309.1,309.5,2401083,6713
28-12-2017,316.5,307.3,308.3,3225342,10829
27-12-2017,320.3,312.9,314.15,2192876,7054
26-12-2017,319.75,316.35,316.85,1178637,3909
22-12-2017,323.8,316.55,319.85,803103,6553
21-12-2017,318.2,315.3,316.55,454168,3404
20-12-2017,319.65,316.5,317.25,412886,3512
19-12-2017,322.15,318.2,319.45,562864,4687
18-12-2017,323.35,301,318.9,1701449,13041
15-12-2017,319.3,312.1,312.75,632872,5454
14-12-2017,315.7,309.6,314.05,686423,6962
13-12-2017,318.9,311.3,313.25,709998,5779
12-12-2017,320.3,314.9,318.4,758409,6760
11-12-2017,319.2,315.25,318.3,654329,6771
08-12-2017,318.65,312.1,313.15,1236570,6623
07-12-2017,317.75,312.3,316.6,798630,5549
06-12-2017,317.7,311.45,312.25,956196,8768
05-12-2017,320.6,308.95,319.3,1516319,9337
04-12-2017,317.4,311.3,313.3,607556,5190
01-12-2017,322.5,311.4,312.55,1066080,7945
30-11-2017,326.85,318.85,320.45,921322,7694
29-11-2017,334.7,327.65,328.8,493399,4129
28-11-2017,336.25,331.5,332.65,972320,5025
27-11-2017,336.5,328.4,335.25,778581,7021
24-11-2017,336.8,331.5,332.25,754610,5600
23-11-2017,336.9,331.95,334.9,758211,5840
22-11-2017,339.5,327.3,335.2,1643066,11267
21-11-2017,335.4,330,330.75,914107,7057
20-11-2017,337.7,331.6,333.05,974379,6949
17-11-2017,346.5,335.8,337.4,1921175,15692
16-11-2017,334.05,323.7,333.45,1228155,9899
15-11-2017,330.85,322.15,325.2,1006179,8681
14-11-2017,334.7,327.65,329.2,1415815,8909
13-11-2017,344.6,329.9,331.2,7954401,24009
10-11-2017,338.15,309.6,333.2,7645816,54934
09-11-2017,317.9,308.5,313.75,1906378,10872
08-11-2017,319.4,307,309.75,1249483,9612
07-11-2017,331.8,315.6,317.2,1553044,12923
06-11-2017,329.85,321.5,328.95,1691305,14895
03-11-2017,326.9,312.45,325,2392476,17088
02-11-2017,323.25,314.05,314.95,1995075,13415
01-11-2017,321.45,309.2,319.8,2542032,20301
31-10-2017,313.8,304.4,305.8,1085058,10628
30-10-2017,322.5,310.35,312.1,3422756,20347
27-10-2017,323.4,310.15,310.95,2508221,18356
26-10-2017,351.5,317.25,320.65,7564371,63316
25-10-2017,328,279.95,324.7,17296060,134735
24-10-2017,255.35,246,254.5,1191897,8840
23-10-2017,246.75,242.6,245.75,504363,4936
19-10-2017,245.4,241.25,242.5,525437,5710
18-10-2017,247.95,242.5,244.2,1673032,9875
17-10-2017,254.5,250.8,251.15,551700,4485
16-10-2017,255,250.35,252.25,610856,4705
13-10-2017,255,250.3,252.45,508321,4325
12-10-2017,253,249,251.6,1258500,6402
11-10-2017,258.25,250.6,251.6,858527,6760
10-10-2017,258.2,255.8,256.65,426008,3062
09-10-2017,258.95,254.5,256.5,463055,4711
06-10-2017,257.5,251.5,256.65,768915,5770
05-10-2017,253.95,249.25,251.35,686395,8628
04-10-2017,254.7,251.15,253.35,616459,4756
03-10-2017,256.45,250.65,251.3,578057,6054
29-09-2017,255.6,253.1,253.75,429274,4368
28-09-2017,253.6,249.55,252.8,714794,5626
27-09-2017,260.1,248.8,250.45,1244978,12033
26-09-2017,259.55,256.05,257.9,606968,11318
25-09-2017,261.85,254.7,258.65,1013224,9566
22-09-2017,267.45,261.2,261.9,966177,8438
21-09-2017,271.45,267.6,268.5,495890,4216
20-09-2017,272,267.8,270.55,762200,5955
19-09-2017,271,266.55,267.8,956922,8034
18-09-2017,274,269.5,270.15,725902,8895
15-09-2017,274.3,270.8,272.05,759700,4334
14-09-2017,275.5,272.3,273.9,557556,4473
13-09-2017,276.5,272.75,273.35,969274,7084
12-09-2017,275.45,270.55,273.5,677334,5572
11-09-2017,273.7,269.65,270.85,1662833,9751
08-09-2017,275.6,271.25,271.95,1425901,8702
07-09-2017,276.9,273.5,274.5,1576319,9101
06-09-2017,277.2,273.5,274.2,1126023,6403
05-09-2017,279.25,276.7,277.3,1118139,4832
04-09-2017,279.5,276.2,277.8,582082,5712
01-09-2017,279.95,276.55,277.7,692851,6289
31-08-2017,279,274.3,277.35,700338,6026
30-08-2017,279.3,276,276.9,969642,4955
29-08-2017,280.75,276,276.7,988823,5859
28-08-2017,282.9,279,279.3,1134477,10150
24-08-2017,281.35,277.6,280.45,863400,5706
23-08-2017,279.35,274.5,278.75,673432,5044
22-08-2017,277.75,271.35,274.1,1703452,8398
21-08-2017,280.7,273.4,274.65,820214,7005
18-08-2017,279.5,276,278.65,993368,8736
17-08-2017,284.6,280.05,280.75,1722662,9652
16-08-2017,283.6,274.2,282.9,1683686,16824
14-08-2017,283,276.1,278.05,1988533,18633
11-08-2017,302.8,278.25,280.65,4249594,38550
10-08-2017,302.3,292,296.55,1069607,9527
09-08-2017,307.45,300.2,302.2,933434,7194
08-08-2017,312,301.4,303.85,1022553,7746
07-08-2017,311.9,305.45,311.1,998338,6680
04-08-2017,306.6,297.6,305.45,1050417,8513
03-08-2017,307.4,299,300.75,988222,7504
02-08-2017,311.7,305.4,307.65,1207423,11786
01-08-2017,314.9,308.1,308.8,984460,8918
31-07-2017,313.9,298.1,312.55,3417051,27221
28-07-2017,300.5,295.5,299.2,757840,7071
27-07-2017,299.7,296.35,298.3,1777378,7567
26-07-2017,299.45,295.25,295.75,640953,5505
25-07-2017,296.95,294.75,296.25,678333,5817
24-07-2017,296.2,290.65,294.45,761990,6317
21-07-2017,292.2,288.4,290.35,431149,3871
20-07-2017,294,290,290.65,473847,4911
19-07-2017,293.85,291,293.2,475035,5820
18-07-2017,296.3,290,290.45,1709670,7302
17-07-2017,294,289.7,292.8,835299,7555
14-07-2017,293.6,287.2,291.6,1073967,7949
13-07-2017,290,286.65,288.6,628310,4663
12-07-2017,288,283.25,287.4,657243,4987
11-07-2017,289.4,283.1,283.6,1142110,7589
10-07-2017,287,280.5,285.55,3605684,26355
07-07-2017,282.4,279.8,280.2,540634,4053
06-07-2017,282.75,274.5,280.9,1245617,10920
05-07-2017,275.65,272.4,275,693654,4455
04-07-2017,276.4,272.05,273,652050,4779
03-07-2017,275.35,272.65,274.7,585573,5138
30-06-2017,274.65,269.8,273.6,810714,6762
29-06-2017,279.2,271.6,272.55,999877,8173
28-06-2017,278.4,273.85,276.4,1279218,9831
27-06-2017,289.1,277,279.4,2496105,10863
23-06-2017,295.3,287.8,288.85,765354,7834
22-06-2017,295.7,291.25,294.55,1380077,6953
21-06-2017,292.3,288.25,290.2,2160679,3971
20-06-2017,291,285.7,290,1092198,6059
19-06-2017,289.55,285.35,288.5,632484,6455
16-06-2017,286.65,283.35,285.85,1691416,7992
15-06-2017,285.75,281.55,284.05,1373156,7320
14-06-2017,286.35,282.8,284.35,727888,5001
13-06-2017,287.1,283,283.8,834111,5234
12-06-2017,287,284.4,285.05,698974,4992
09-06-2017,289.5,286,288.5,1461948,4919
08-06-2017,292.3,288.1,288.8,575665,4044
07-06-2017,291.45,287.25,290.75,816223,6178
06-06-2017,292.9,286.5,287.25,803082,6328
05-06-2017,289.6,287,287.35,541392,4371
02-06-2017,290.5,286.65,287.4,659567,5345
01-06-2017,291.15,284.85,287.35,901626,7001
31-05-2017,291.25,287.45,288.55,601296,5820
30-05-2017,289.45,281.15,288.8,699527,10655
29-05-2017,290.8,283.75,284.4,978317,6595
26-05-2017,290.75,285.3,288.45,1077478,7887
25-05-2017,291,283.85,290,1024680,8320
24-05-2017,290.15,281.9,283.15,1371376,10711
23-05-2017,295.9,287,289.15,1478728,11729
22-05-2017,309.3,293.25,294.4,2278172,19280
19-05-2017,315,302.2,308.15,4801674,35993
18-05-2017,307.85,302.05,302.95,1046542,7046
17-05-2017,308.6,305.45,307.65,1106424,8945
16-05-2017,308.3,299.2,307,5871721,15646
15-05-2017,301.5,297.6,300.45,2157073,11847
12-05-2017,302.5,295.7,297.15,2386158,12245
11-05-2017,299.3,294.45,298,2155328,8616
10-05-2017,298,293.1,294.6,820206,5304
09-05-2017,301,295.3,296,1084844,5480
08-05-2017,300.4,294,298.65,815944,6929
05-05-2017,304.9,292,295.95,3366537,23019
04-05-2017,299.8,293.1,298.8,2582802,16567
03-05-2017,293.15,285.8,289.35,1111318,7341
02-05-2017,292.5,287.1,288.25,866004,6838
28-04-2017,290.5,282.6,289.45,1114024,7730
27-04-2017,287.8,281,281.95,949975,6170
26-04-2017,289.15,283.35,286.4,810712,7061
25-04-2017,288.6,285.05,286,650865,8826
24-04-2017,287.35,281,285.55,765144,8017
21-04-2017,286.9,279.35,282.15,1272216,7596
20-04-2017,287.1,282.15,284.9,964058,15637
19-04-2017,293,283.2,284.2,1484320,9532
18-04-2017,296.4,288.5,290.15,1485051,9914
17-04-2017,292.5,288.55,289.65,1239658,5963
13-04-2017,292.9,289.3,291,1722889,7278
12-04-2017,295.5,289.2,290.1,1377460,6900
11-04-2017,294.5,289.05,293.7,1261467,7389
10-04-2017,290.3,286.5,289,1215367,6812
07-04-2017,294.7,288.05,289.4,1587699,7900
06-04-2017,297.55,291.6,292.7,2089915,10163
05-04-2017,298.65,289.75,296.7,2401978,13564
03-04-2017,295.5,291.5,293.15,1077883,8604
31-03-2017,294.25,288.55,292.6,2076728,15316
30-03-2017,293.5,288.15,290,1974483,13017
29-03-2017,289.55,282.5,287.75,18346222,16713
28-03-2017,282.9,278.6,282.15,4603318,14091
27-03-2017,280.7,275.3,279.35,1533913,13179
24-03-2017,278.75,268.7,276.05,1912571,15508
23-03-2017,269.45,266.65,268.5,849174,5883
22-03-2017,271.4,267,267.65,932422,7749
21-03-2017,277,270.2,272.3,1142201,7715
20-03-2017,275,272,274,8106217,5342
17-03-2017,279.6,273.5,274.1,1281510,7612
16-03-2017,280,276.1,278.95,3721429,11865
15-03-2017,280,272.5,277.4,1481548,12056
14-03-2017,279,273.95,274.7,998562,9550
10-03-2017,275.65,269.7,272.05,2350135,7220
09-03-2017,273.8,268.5,273.2,2253195,12025
08-03-2017,270.25,266.05,269.7,1250732,7569
07-03-2017,271,266.45,268.05,441030,4456
06-03-2017,270.45,265.55,269.9,623060,5661
03-03-2017,268.6,264.5,265.15,763059,7435
02-03-2017,274.6,265.9,267,1130527,9302
01-03-2017,273.1,270,271.95,1157627,6638
28-02-2017,271,268.2,269.2,578290,5592
27-02-2017,271.5,267.6,268.15,1932776,7892
23-02-2017,273,269.8,270.5,2294677,9334
22-02-2017,274.5,269.55,271.8,1557349,13220
21-02-2017,271.25,268.7,270.65,1022457,7820
20-02-2017,271.5,268.1,269.25,1645609,6876
17-02-2017,273.7,267.75,268.8,2822028,12943
16-02-2017,277,269.8,270.4,3218188,15951
15-02-2017,272.4,267.1,268.65,1425318,9587
14-02-2017,273.4,268.1,270.5,1834821,8041
13-02-2017,278.35,270.2,271.4,1535861,14571
10-02-2017,282.45,275,276.25,5531109,32297
09-02-2017,280.2,271.05,275.85,1953369,10809
08-02-2017,279.2,273,277.3,2999403,17557
07-02-2017,279.6,276.2,277.5,2507178,10208
06-02-2017,282.45,276,277.05,1742387,13552
03-02-2017,278.05,272,277.4,3954087,15133
02-02-2017,274.7,268.6,272.7,4939979,19815
01-02-2017,271.65,261,270.3,4767253,27960
31-01-2017,263.9,259.45,260,1393891,8891
30-01-2017,267.7,262.6,263,1972593,13173
27-01-2017,268.25,259.5,266.5,2597953,20956
25-01-2017,261,254.25,259.3,2082222,11950
24-01-2017,256.95,254.25,254.7,1280279,10284
23-01-2017,254.95,250.2,254.1,1141206,7711
20-01-2017,260.55,250.4,251,1536608,11162
19-01-2017,261.8,256.65,258.3,1557394,11985
18-01-2017,259,256.5,257.6,761642,7495
17-01-2017,258.55,254.65,256.15,887020,8145
16-01-2017,256.4,250.75,255.75,1147858,11309
13-01-2017,252.95,248.85,250.9,1635559,9310
12-01-2017,254.3,250.55,251.1,1755393,11373
11-01-2017,253.15,248.1,251.9,2441459,14185
10-01-2017,248.9,246.4,247.85,667028,7428
09-01-2017,248.2,246.1,247,594964,5835
06-01-2017,248.95,245.3,245.95,1050117,9851
05-01-2017,246,244.05,245.45,1025688,9359
04-01-2017,246.45,242.5,242.9,1271447,11180
03-01-2017,246.3,241.1,244.85,1524646,14539
02-01-2017,253.5,242.8,243.6,2429618,26779
30-12-2016,252.45,247.5,249.75,1781491,21107
29-12-2016,248.9,245.75,247.55,754686,7137
28-12-2016,252.35,246.7,247.25,1331062,11962
27-12-2016,249.9,243.1,248.7,878824,9306
26-12-2016,248.75,243.7,244.1,781838,8600
23-12-2016,251.7,248.05,249.25,889308,8392
22-12-2016,254.25,248.45,249.75,2080442,11844
21-12-2016,257.95,254.15,255.15,801075,7665
20-12-2016,262.95,253.25,254.55,1467511,13511
19-12-2016,264.4,260.85,261.4,560178,5738
16-12-2016,268.25,263.25,264.75,813798,10196
15-12-2016,267.5,259.25,265,1578399,15614
14-12-2016,266.2,262.2,262.7,794810,8567
13-12-2016,266.25,261.8,265.5,988072,8921
12-12-2016,269.45,262.4,263.4,1599873,11672
09-12-2016,266.5,258.7,266,2130847,14473
08-12-2016,260.5,258.05,259.75,944646,7081
07-12-2016,262.5,252,255.35,2725215,21692
06-12-2016,260,256.45,259.15,1242889,8382
05-12-2016,257.3,253.3,256.7,993911,8015
02-12-2016,261.25,253,254.4,2128604,17524
01-12-2016,260.95,254.75,255.75,1453568,10786
30-11-2016,259.9,252.75,258.4,1653267,11570
29-11-2016,256.5,252.1,252.95,1185549,10507
28-11-2016,257.7,248.2,253.6,2096208,20610
25-11-2016,264.65,258.6,260.95,1791027,13110
24-11-2016,262.9,254.65,261.7,1900846,15643
23-11-2016,260.8,254.9,258.75,1559253,11409
22-11-2016,262.4,251.45,257.4,2450360,21976
21-11-2016,277.8,256.25,257.75,2569703,21241
18-11-2016,279.95,274.75,275.7,1886242,15938
17-11-2016,282.4,276,277.65,3027795,21875
16-11-2016,285,276.1,277.15,2460911,20783
15-11-2016,283.35,271,278.1,5272341,30962
11-11-2016,288.5,270.7,272.9,5886310,47654
10-11-2016,283.9,265.3,281.6,5967067,52446
09-11-2016,261,231,259.75,4029745,32037
08-11-2016,254,248.9,252.6,758203,7188
07-11-2016,254,245.75,252.7,1120508,10457
04-11-2016,248.5,240.55,242.85,1192300,10802
03-11-2016,252.8,245,245.65,1287155,12070
02-11-2016,255.5,247,251.3,1073249,9407
01-11-2016,260.1,256.85,258.4,2395509,10980
30-10-2016,260,257,257.85,306968,3690
28-10-2016,258.55,253.7,257.85,2277165,10260
27-10-2016,259,254.4,255.05,2609234,12289
26-10-2016,264.75,257,259.05,1397639,10618
25-10-2016,264.65,260.75,261.3,2362503,10081
24-10-2016,264.75,258,262.85,4163083,14273
21-10-2016,260,255.75,258.4,1880556,8348
20-10-2016,260.4,255.05,259.95,3227303,16134
19-10-2016,257.95,254.3,254.8,4161624,12316
18-10-2016,257.45,253.75,256.9,4550935,13879
17-10-2016,256.3,251.9,253.1,3033994,15016
14-10-2016,253.3,249.7,251.9,3474567,14501
13-10-2016,255.4,246.1,249.7,1557775,11343
10-10-2016,260.2,255.35,256,2377551,10348
07-10-2016,259.45,255.05,258.25,3479926,15927
06-10-2016,261.9,255.8,256.85,1416758,10342
05-10-2016,264.6,259.65,260.55,3191168,19519
04-10-2016,261.5,253.85,259.25,5202146,23536
03-10-2016,257,252.6,255.2,2078880,12087
30-09-2016,252.5,245.6,250.7,1417765,10621
29-09-2016,256.75,243.5,247.15,1968079,15921
28-09-2016,255.7,248,253.5,3346226,12732
27-09-2016,253.95,248.3,248.95,1840643,11040
26-09-2016,254.4,250.65,251.65,2660045,9639
23-09-2016,258.7,253.7,254.4,2274898,10060
22-09-2016,258.35,255.2,257.35,3545874,18724
21-09-2016,256,250.75,251.35,3219387,14344
20-09-2016,256.6,253.2,254.25,2128453,8960
19-09-2016,258.3,255.15,255.65,2773389,9783
16-09-2016,261.9,253.6,254.4,1941142,12223
15-09-2016,258.55,254.2,255.8,2156707,10235
14-09-2016,258,253.15,257.6,964097,8470
12-09-2016,258.85,251.7,252.7,1692033,17295
09-09-2016,268.55,263.25,264,2728756,13805
08-09-2016,271.55,266.9,267.95,2851299,16135
07-09-2016,270,260.4,266.55,5797566,28369
06-09-2016,260.8,256.05,259.45,3123299,19611
02-09-2016,254.9,251.85,254.35,968151,8527
01-09-2016,254.65,251,251.75,1111984,10373
31-08-2016,255.4,251.25,252.55,1464389,11658
30-08-2016,252.8,249.15,252.2,1080568,9191
29-08-2016,249.65,244.5,248.75,2861529,10510
26-08-2016,250.7,246.1,246.7,1506070,11229
25-08-2016,255.55,248.7,250.05,1320124,10842
24-08-2016,256.05,253.55,254.65,1178370,9140
23-08-2016,256,251.1,254.6,1460722,13600
22-08-2016,260.5,254.1,254.95,2086475,15797
19-08-2016,260,254,258.5,4802713,32141
18-08-2016,250.25,246.05,248.2,1964823,12087
17-08-2016,249.55,244.4,246.25,1971354,14238
16-08-2016,247.8,242.4,246.45,2760169,19635
12-08-2016,247.7,224.4,243.2,13529278,79636
11-08-2016,233.4,225.9,226.95,2675375,12925
10-08-2016,237,230.75,231.5,2864171,13708
09-08-2016,237.65,232.3,234.6,6467422,29071
08-08-2016,235.9,231.65,233.05,3492581,13613
05-08-2016,233.7,226.3,232.8,2098848,16398
04-08-2016,228.55,223.2,225.55,2299974,12173
03-08-2016,230.35,225.5,226.55,3330171,13626
02-08-2016,230.9,227,227.85,2601548,15063
01-08-2016,232.6,225.65,227.45,1512895,11764
29-07-2016,232.6,228.35,229.05,2651546,16121
28-07-2016,235,229.25,230.95,3603185,20690
27-07-2016,230.95,226.8,228.65,2325398,14157
26-07-2016,232,225.5,226.5,1659171,14795
25-07-2016,231,222.7,229.85,2884964,14680
22-07-2016,225.65,222.15,223.45,1820228,12795
21-07-2016,232.1,224.2,225.6,1360277,12720
20-07-2016,232.5,229.45,230.9,1885839,13435
19-07-2016,232,226.8,229.7,2947098,18229
18-07-2016,233.85,228,228.6,1644047,12638
15-07-2016,234.45,230.9,231.5,1457142,12037
14-07-2016,232.8,226.1,231.75,2271813,24205
13-07-2016,228.4,224.05,227.2,2011848,16991
12-07-2016,227.1,224.05,226.45,1584372,12810
11-07-2016,225.35,222,224.6,1864141,15329
08-07-2016,221,216.55,218.4,1468887,11752
07-07-2016,224.75,219.25,220.5,1203631,11221
05-07-2016,225,221.7,223,1479156,13376
04-07-2016,224.4,221.65,222.85,1694016,13429
01-07-2016,220.95,218.9,219.65,1369667,10474
30-06-2016,221.8,217.9,218.65,2125658,18603
29-06-2016,218.7,216.2,217.2,1575472,12853
28-06-2016,218.65,215.7,216.3,1742439,14904
27-06-2016,218.7,210.35,217.1,3435350,23651
24-06-2016,212,202.55,211.25,6277616,43677
23-06-2016,217.95,212.9,217.4,2164301,18887
22-06-2016,215.3,211.6,212.8,1497501,12091
21-06-2016,217.55,213.2,213.9,1893257,13568
20-06-2016,216.6,208,215.8,2736791,22450
17-06-2016,217.65,211.6,213.4,2647601,21118
16-06-2016,218.5,213.1,215.7,5088435,38037
15-06-2016,217.4,208.55,215.65,5696454,43650
14-06-2016,208.25,204,207.55,1969658,16443
13-06-2016,204,200.3,202.2,1673001,14828
10-06-2016,211.5,205.5,206.2,2497938,21608
09-06-2016,212.8,208.65,210,2650120,22802
08-06-2016,211.85,207.5,210.4,2900015,26079
07-06-2016,210.9,200,209.8,6382200,58804
06-06-2016,202.3,197.1,199.05,1953139,18960
03-06-2016,202.4,195.4,196.5,2884550,21765
02-06-2016,202.25,195.8,200.55,2657049,29673
01-06-2016,207.95,196.5,197.9,4105938,39435
31-05-2016,205.6,196.55,204.85,4087878,31701
30-05-2016,203.8,194.8,198.65,4293641,43244
27-05-2016,202,181.55,195.55,11408487,89515
26-05-2016,184.9,173.6,183.75,3110660,26023
25-05-2016,175.75,171.2,175.15,1698436,13518
24-05-2016,170.7,166.6,169.55,1700663,15131
23-05-2016,172.85,168.5,168.95,2468012,17885
20-05-2016,174.7,170.7,171.45,2496808,21811
19-05-2016,181,172.05,172.9,3330710,23001
18-05-2016,180.55,173.65,180.2,2611488,21113
17-05-2016,178.95,175.3,177.05,3425424,21239
16-05-2016,185,175.4,177.2,4356015,36019
13-05-2016,187.6,184.4,185,2424054,12635
12-05-2016,189.4,185.45,188.4,2216583,15623
11-05-2016,188.6,184.3,184.95,1420234,13094
10-05-2016,190,186.85,189.3,1197693,11252
09-05-2016,189.2,185.25,188.65,1469707,14207
06-05-2016,185,180.2,184.4,2299426,19286
05-05-2016,182.4,178.6,180.45,2396487,18272
04-05-2016,184.25,179.6,180.1,2083677,20292
03-05-2016,189.3,183.75,184.2,1917761,18122
02-05-2016,188.5,186,186.4,1384041,14564
29-04-2016,194,186.65,188.95,2639631,21800
28-04-2016,198.25,191.5,192.15,2591182,18650
27-04-2016,201.1,196,196.5,1603074,16082
26-04-2016,201.4,194.6,200.85,2179231,20559
25-04-2016,202.5,195.95,197.3,2266852,18743
22-04-2016,201.25,191.8,199.9,4435130,33782
21-04-2016,197.35,190,194.2,3115164,24971
20-04-2016,188.65,184.3,187.3,1965713,19781
18-04-2016,191.7,185.8,186.85,1276445,12911
13-04-2016,193.7,190.85,191.75,1890928,16320
12-04-2016,190,186.4,187.7,1402477,12390
11-04-2016,188.9,182,188.15,2004726,16964
08-04-2016,183.8,180.35,183.1,1546393,13944
07-04-2016,185.65,181.15,182.1,1857411,18432
06-04-2016,185.65,182.5,183.95,1778378,17536
05-04-2016,194.65,183.45,184.5,4328825,42377
04-04-2016,198,192.9,195,1632477,14394
01-04-2016,197.25,192.05,195.7,2072396,18337
31-03-2016,198.75,192.7,194.3,2515892,24894
30-03-2016,198.25,190.6,197.55,2149916,18022
29-03-2016,191.25,186.8,189.5,1639587,13455
28-03-2016,198.05,187.7,188.45,2165388,18824
23-03-2016,197.45,195.2,196.8,1151510,10647
22-03-2016,198,194.5,197.4,1983301,16043
21-03-2016,197.15,193.15,196.65,1890663,20604
18-03-2016,192,186,191.05,2161579,18273
17-03-2016,189.25,184.65,186.15,2004636,20417
16-03-2016,185.9,181.65,185.1,1853901,14000
15-03-2016,186.1,181.85,185.25,2106123,16233
14-03-2016,183.4,180.7,181.9,1627470,12206
11-03-2016,182.65,177.7,180.35,2656995,18971
10-03-2016,184.8,179.45,180.65,2264920,15888
09-03-2016,183.95,178.8,183.45,2757274,20896
08-03-2016,187.5,181.4,183.65,3064239,32605
04-03-2016,189.8,178.55,188.4,4418205,36358
03-03-2016,184.75,178.55,182.5,3884782,32534
02-03-2016,183,171,180.85,7051639,58218
01-03-2016,163,159,162.2,2941008,27580
29-02-2016,163.9,153.2,158.4,9080674,72156
26-02-2016,158.5,152.75,156.25,2664596,24691
25-02-2016,158.15,151.3,151.9,2781627,26020
24-02-2016,160.75,155.35,156.7,2612373,21804
23-02-2016,165.15,158,158.45,3359454,20537
22-02-2016,166.8,163.8,164.95,1732629,16806
19-02-2016,165,157,164.65,2675819,21683
18-02-2016,163.6,156.35,159.55,3245708,23442
17-02-2016,160.8,151.4,159.15,4317886,36829
16-02-2016,171,155.9,156.4,5059940,36571
15-02-2016,169.8,157.15,167.25,4511775,37935
12-02-2016,157.6,148.3,154.95,5166258,44179
11-02-2016,167.45,152.1,154.2,9834525,79190
10-02-2016,166.3,158.05,158.95,3674507,31781
09-02-2016,172.6,166,167,2672324,20775
08-02-2016,176.8,168.7,172.05,2909278,26124
05-02-2016,169.25,162.35,168.2,2475508,19875
