DATE,HIGH,LOW,CLOSE,NO. OF SHARES,NO. OF TRADES
22-07-2021,426.7,420.9,422,441258,7177
20-07-2021,426.85,419,420.8,814158,10023
19-07-2021,429.35,420.25,427.7,1781263,16778
16-07-2021,432.3,427.75,430.2,504644,10574
15-07-2021,432.9,429.8,431.65,464402,8302
14-07-2021,432.2,426.5,430.95,895065,18223
13-07-2021,431.6,428.3,429.15,961510,18490
12-07-2021,430.3,424.7,427.5,1385756,11601
09-07-2021,427.45,421.15,423.6,640939,10303
08-07-2021,435.4,422.1,424.4,887493,12587
07-07-2021,433.9,427.55,432.55,681203,9605
06-07-2021,436.5,428.15,429.65,2258713,35667
05-07-2021,434.4,424.4,432.7,1721996,28373
02-07-2021,425.4,419.15,424.55,735480,11818
01-07-2021,423.5,417.25,420.4,1155524,18402
30-06-2021,425,418.4,419.25,1150665,11283
29-06-2021,429,420.75,421.5,2536574,14029
28-06-2021,433,424.55,426.65,1228981,15389
25-06-2021,430.95,418.85,428.75,1349402,16733
24-06-2021,422.7,416.4,417.1,1165768,18706
23-06-2021,424.75,415,418.9,1885815,24954
22-06-2021,426.3,417.4,418.75,957968,13718
21-06-2021,421,400.3,419.55,1650018,22023
18-06-2021,424.3,402.65,412.8,2301956,36169
17-06-2021,425.9,416.7,420.2,1133990,13616
16-06-2021,432.65,425,425.95,821648,15582
15-06-2021,432.85,428.35,429.5,711897,10955
14-06-2021,432.4,416.8,430.35,1310929,22746
11-06-2021,435.5,425.25,429.55,1273286,18655
10-06-2021,433.3,422.5,432.25,1082322,13985
09-06-2021,432.3,418.15,421.45,1375395,19896
08-06-2021,432.5,423.8,427.15,1995333,37091
07-06-2021,437.35,430.55,432.4,996934,13774
04-06-2021,441.85,431.7,433.6,1618456,21526
03-06-2021,442,433.5,439.65,1776953,20254
02-06-2021,437.9,429,437.2,2580545,45217
01-06-2021,435.2,425.35,432.6,3328821,32409
31-05-2021,426,418,424.25,1965311,22664
28-05-2021,433.6,420,422.05,4506252,55809
27-05-2021,428.95,412,425.3,3154678,31049
26-05-2021,418.7,410.85,413.55,2942741,24719
25-05-2021,415.8,408.45,412.25,2794577,27174
24-05-2021,418.9,405.3,412.05,6879567,72462
21-05-2021,404.4,378.1,401.1,9416849,78920
20-05-2021,388,382,384.55,1887433,18773
19-05-2021,389.5,381,384.25,4267872,40801
18-05-2021,392.5,380,382.35,5210220,58259
17-05-2021,385.5,363.85,383.4,8745463,92614
14-05-2021,372.6,359.6,360.5,3228608,38185
12-05-2021,373.4,362,367.85,3505968,23518
11-05-2021,366.25,354.65,364.45,3107271,29960
10-05-2021,367,359,361.8,2555563,18670
07-05-2021,362.15,353.05,358.2,1531067,14369
06-05-2021,359.4,350.5,355.5,2161771,18049
05-05-2021,357.6,348,355.35,2923596,25814
04-05-2021,362.75,350.2,351.6,2939675,24266
03-05-2021,352.35,341.7,350.45,2636599,21695
30-04-2021,362.45,350.55,353.45,3335513,25416
29-04-2021,369.9,355.45,359.25,4703255,30990
28-04-2021,364.2,355.45,363.3,3348589,30218
27-04-2021,354.8,342.95,352.9,3737338,36046
26-04-2021,347.2,338.15,344.35,3355835,26397
23-04-2021,339.95,331.5,336.45,2056875,17231
22-04-2021,337.35,323.8,336.6,3308502,32719
20-04-2021,339.8,326.55,329.6,2784525,29634
19-04-2021,332.15,321.15,331.25,2375620,23524
16-04-2021,345.45,338.7,339.9,2949986,20533
15-04-2021,347.6,335.85,342.4,3576685,24293
13-04-2021,342.25,330.65,340.95,2107512,18665
12-04-2021,344.65,322.55,328.8,5872031,86462
09-04-2021,364.5,351.1,353.05,2032207,19686
08-04-2021,363.45,354.35,355.6,2298645,14634
07-04-2021,363.2,347.9,358.45,2318862,22213
06-04-2021,357,349.3,350.55,2255552,31224
05-04-2021,368.95,349.1,353.65,3261535,30039
01-04-2021,371.8,363,370.55,1939410,23294
31-03-2021,367.9,358.2,364.35,2608055,28937
30-03-2021,364.2,356.35,361.1,1544258,13785
26-03-2021,362,354.7,357.1,1648561,14578
25-03-2021,360.8,345,355.15,4039244,59566
24-03-2021,369.2,358.6,359.9,1662784,18675
23-03-2021,377.7,367.1,372.5,3425811,32543
22-03-2021,372.7,363.5,367.05,1197955,14147
19-03-2021,372.8,357.35,371.1,2274732,21012
18-03-2021,375,361.1,366.6,1568523,15623
17-03-2021,379.6,366,368.05,1301487,16961
16-03-2021,387.5,376.15,378.45,1798655,16945
15-03-2021,385.9,369.3,383.7,3143476,52568
12-03-2021,393.15,377.5,381.2,2095957,32571
10-03-2021,392.8,385.7,387.5,1707269,12360
09-03-2021,394.8,382.35,387.5,1339692,12895
08-03-2021,393.4,386.4,389.55,2954060,34209
05-03-2021,395,378.2,383.8,4755324,83078
04-03-2021,403.45,394.6,395.8,2821990,18423
03-03-2021,408.9,395.6,405.05,3181847,29211
02-03-2021,399.5,390.6,393.95,2814051,32776
01-03-2021,397.7,391,395,2734816,32467
26-02-2021,401.05,387,390.2,3380726,39240
25-02-2021,414.9,406.6,407.25,3106526,21184
24-02-2021,415,395.2,406.15,8877865,81615
23-02-2021,399.65,389,395.65,2983180,32673
22-02-2021,401,385.6,389.55,2153806,24459
19-02-2021,415.2,395,399.35,2522526,26862
18-02-2021,426.45,413.7,415,4282027,41536
17-02-2021,414.85,400.15,411.9,3702956,28604
16-02-2021,415.8,400.35,402.3,4688838,47087
15-02-2021,409.4,395.65,407.05,5056823,55091
12-02-2021,399.35,385.6,393.2,2893519,23901
11-02-2021,396.9,388.25,390.15,1639684,15611
10-02-2021,397.75,388,392.05,2172808,20346
09-02-2021,403.45,389.1,394.7,2962547,28771
08-02-2021,407.75,394.65,396.85,4342929,38014
05-02-2021,408.35,385.2,393.05,10611010,97876
04-02-2021,358,331.3,355.1,6525979,50154
03-02-2021,339.8,325.65,335.85,4339530,59405
02-02-2021,337.4,314.7,333.2,7705951,92112
01-02-2021,315,282.75,311.1,4188552,39298
29-01-2021,290.5,279.05,282.05,2649885,25163
28-01-2021,283.35,269.55,282.4,3304951,17145
27-01-2021,284.75,272.75,275.6,1657278,16620
25-01-2021,288.1,277,280.9,2211836,30153
22-01-2021,298,282.4,283.75,3012844,40135
21-01-2021,305.25,291.7,294.95,1631609,12003
20-01-2021,304.6,296.9,302.55,1218399,10205
19-01-2021,302.5,296.35,298.6,1824652,12629
18-01-2021,308.65,292.2,294.1,1927984,17737
15-01-2021,310.8,301.5,303.8,1961492,12848
14-01-2021,309.25,303.8,307.2,2019376,11787
13-01-2021,308.05,294.6,306.7,5580280,51724
12-01-2021,293.75,278.05,292.65,1746594,11379
11-01-2021,287.7,279.55,282.35,4073742,13827
08-01-2021,291.45,285.1,286,3926496,17841
07-01-2021,291.8,287,287.75,2099771,10666
06-01-2021,289.05,281.4,284.9,1726384,11898
05-01-2021,282.4,277.1,281.75,1142427,7451
04-01-2021,283.85,277.95,281.05,1372085,9153
01-01-2021,280,274.6,279.35,1108133,7467
31-12-2020,277.25,272.55,274.75,1025892,8458
30-12-2020,278.5,272.6,276.85,1535034,9050
29-12-2020,279.75,274.7,277.9,2116003,11859
28-12-2020,275.85,268.25,275.15,1468835,11438
24-12-2020,268.8,264.6,266.75,2008059,17383
23-12-2020,263.85,255.5,263.05,1610796,16941
22-12-2020,258.55,248.15,257.55,1799859,14449
21-12-2020,269,251.1,254.6,2450581,17513
18-12-2020,271.9,264.9,271.4,1044431,7898
17-12-2020,272.1,266.8,267.6,5563140,16179
16-12-2020,273.55,268.55,269.45,1152799,7469
15-12-2020,274.25,268.3,270.6,1833421,17749
14-12-2020,276.3,272.45,274.25,1377776,9361
11-12-2020,276.15,270,272.45,3745846,23424
10-12-2020,270.8,265.55,269.6,1757355,10464
09-12-2020,274.85,269.25,270.35,3102170,21633
08-12-2020,273.65,265.2,271.95,4336216,30597
07-12-2020,271.35,263.1,269.7,3212445,19754
04-12-2020,264.2,253.75,263.45,4913756,37895
03-12-2020,259,248.05,256.35,4348434,22548
02-12-2020,250.8,244.1,246.8,3139106,17016
01-12-2020,248.9,244.25,248.05,2940787,24243
27-11-2020,246,242,244.3,2470768,14346
26-11-2020,246.1,240.3,245.45,2935543,21663
25-11-2020,249.8,241.65,243.15,3557909,20561
24-11-2020,245,239.45,243.85,2958818,14433
23-11-2020,246.1,238.05,238.7,3705630,28185
20-11-2020,245.4,234,242.8,3775748,28878
19-11-2020,251.75,239,239.75,5483543,46550
18-11-2020,252.9,238.05,252.05,4947827,32814
17-11-2020,241.5,231.1,240.2,5570949,42327
14-11-2020,232.95,227.7,229.65,628809,13334
13-11-2020,230.65,220.15,229.55,3386679,18056
12-11-2020,233.2,225.75,226.8,2048545,16692
11-11-2020,239.3,227.85,234.2,4531715,31183
10-11-2020,234.95,222.35,231.7,5550816,37331
09-11-2020,222.75,217.05,219.5,2275379,14814
06-11-2020,221.8,217.05,219.05,5730486,38868
05-11-2020,220.95,214.5,218.7,12147694,89752
04-11-2020,209,198.1,207.05,5225212,32956
03-11-2020,205.75,197.75,204.75,2779730,20246
02-11-2020,197.2,190.05,196,1847654,12609
30-10-2020,191.9,186.25,189.25,2520183,21307
29-10-2020,190.75,186,188.8,2430067,26215
28-10-2020,195.3,189.05,190.5,2671270,14518
27-10-2020,197.5,192.35,194.6,2166319,18325
26-10-2020,204.05,195.7,196.75,1682983,10310
23-10-2020,205.65,201.55,202.75,1175440,7982
22-10-2020,204.55,201.05,203.3,2021750,13503
21-10-2020,207.35,198.95,203.85,2970758,12866
20-10-2020,204.4,200,203,2855726,20404
19-10-2020,204.7,196.45,204.05,2156419,14436
16-10-2020,196.65,191.7,195.8,1654948,9975
15-10-2020,202.5,192,192.85,3663733,12619
14-10-2020,200.9,193.05,200.05,1386548,8972
13-10-2020,200,194.5,195.65,1874087,9130
12-10-2020,205.85,197.25,198.65,2627770,18547
09-10-2020,198.7,190.6,198.25,2362957,15097
08-10-2020,195.7,190.6,191.5,1779378,9790
07-10-2020,193,189.1,190.65,1314395,7458
06-10-2020,192.1,188.3,191.6,1158964,6908
05-10-2020,193.7,187.1,188.75,2818550,22809
01-10-2020,191.1,187,190.35,1732791,10196
30-09-2020,186.8,182.4,185.4,1481029,8269
29-09-2020,188.95,183.3,185,2247673,19020
28-09-2020,188,183.6,187.3,1418789,10978
25-09-2020,182.75,176.25,182.2,3469104,30787
24-09-2020,181.45,175.55,176.45,1696978,15963
23-09-2020,188.8,181,183.8,1726374,12931
22-09-2020,188.25,181.2,186.15,2279091,17695
21-09-2020,193.5,184.3,185.8,4120225,53052
18-09-2020,197.15,189.95,192.6,3399860,39948
17-09-2020,198,195.05,195.5,2136423,25485
16-09-2020,200,196.3,198.25,1817103,11253
15-09-2020,201,197.15,200.15,2770830,22129
14-09-2020,206.2,197.5,198.55,2207845,16228
11-09-2020,203.8,197,202.7,2162995,15857
10-09-2020,201.4,195.25,198.15,4073948,38659
09-09-2020,202,192.7,194.9,2666924,23305
08-09-2020,209.45,203,204,1253472,9825
07-09-2020,209.55,205.4,207.9,2538706,23270
04-09-2020,212.3,205.85,206.65,3073929,31609
03-09-2020,218.15,212.4,213.15,1237258,8844
02-09-2020,219,212.4,216.2,1596995,11348
01-09-2020,218.9,211.6,218.1,4764399,36219
31-08-2020,232,210.35,212.15,5392489,33150
28-08-2020,225.9,216.5,224.85,6095877,52844
27-08-2020,216.6,210.1,215.75,3681137,22097
26-08-2020,210.35,206.05,209.85,4326815,35302
25-08-2020,208.5,203,208,5038003,29366
24-08-2020,202.75,198.7,201.4,2098220,14701
21-08-2020,201.5,197.5,198.35,2789851,16039
20-08-2020,196.3,193,194.7,2750996,20906
19-08-2020,200.2,196,197.1,2314996,15014
18-08-2020,195.75,191.8,195.1,1997011,12138
17-08-2020,198.7,191.5,193.05,2340139,16608
14-08-2020,204,194.65,196.45,3385513,17995
13-08-2020,207.4,200.75,201.85,4484502,35270
12-08-2020,204.25,194.6,203.35,10970788,78217
11-08-2020,196.8,193.6,195.1,2072849,9798
10-08-2020,195.4,191.55,193.8,2556045,11523
07-08-2020,192.05,189.6,190.65,1790261,12243
06-08-2020,194.4,190.35,190.95,3957035,26925
05-08-2020,196.85,191.05,191.5,5823357,38357
04-08-2020,193.85,190.5,191.65,1938112,10011
03-08-2020,194.5,190.15,192.1,3185200,17655
31-07-2020,194.9,186.85,191.45,6250526,33874
30-07-2020,193.5,186.05,186.55,2121883,13678
29-07-2020,195.2,187.05,191.2,3007739,16886
28-07-2020,190.5,185.8,189.45,2024779,12399
27-07-2020,193.35,186.6,187.15,2330295,15438
24-07-2020,196.35,190.7,191.9,3518718,29159
23-07-2020,199,191.25,198.3,3132180,19074
22-07-2020,196.6,190.05,192,3019292,16501
21-07-2020,196.2,191.55,194.35,2873043,17641
20-07-2020,193.1,188.7,190.65,3615996,29832
17-07-2020,189.5,185,188.3,2276811,13671
16-07-2020,186.9,181.6,186.2,3327072,25329
15-07-2020,190,183,183.85,4007831,30205
14-07-2020,192.5,184.65,186.1,2646160,17863
13-07-2020,199.75,191.65,192.6,4530405,30791
10-07-2020,202.5,195,195.65,5146539,30470
09-07-2020,200.9,192.5,199.1,6589966,50687
08-07-2020,197.4,188.55,191.95,7067524,38317
07-07-2020,189.1,184.05,188.55,2944832,14512
06-07-2020,189.75,185.6,188.05,4818914,33013
03-07-2020,187.05,183.45,184.75,1998082,10290
02-07-2020,188,184.05,185.45,2055364,12946
01-07-2020,185.4,178.85,184.8,2367244,15008
30-06-2020,182.8,177.25,178.4,3009986,24362
29-06-2020,183.6,178.55,179.3,2342711,16438
26-06-2020,188.6,183.75,184.6,4110491,26555
25-06-2020,186.8,180.4,185.25,3286552,18791
24-06-2020,194.8,183.95,184.6,3879718,25143
23-06-2020,193,187.75,192.45,7069133,46904
22-06-2020,191.7,184.6,187.75,5823394,24503
19-06-2020,184.85,179.5,184.45,7052642,49027
18-06-2020,180.5,171.2,179.7,6702036,40760
17-06-2020,176.2,169.25,173,3732953,20628
16-06-2020,178.8,169.5,172.85,5370198,39997
15-06-2020,178,172,174.05,3319363,28580
12-06-2020,180.1,170,179.25,5468766,30804
11-06-2020,190.35,176.4,177.2,4351401,30562
10-06-2020,189,183.9,187.8,3028053,19160
09-06-2020,190.95,183.5,184.45,4684935,27722
08-06-2020,197.7,185.8,186.8,7040658,43649
05-06-2020,189.8,176,187.8,10714152,58593
04-06-2020,177.6,171.55,174.05,3766966,21831
03-06-2020,179.9,172.05,174.85,5534474,30868
02-06-2020,171.25,167.25,170.25,4434379,22093
01-06-2020,171.25,163.45,170.05,5423451,29846
29-05-2020,161.85,155.4,160.3,8809780,18344
28-05-2020,162.45,156.8,158.3,4928633,25984
27-05-2020,160.8,150.75,158.6,3610636,24281
26-05-2020,153.3,150.3,151.4,3441167,23964
22-05-2020,155.6,149.55,150.85,5609931,41435
21-05-2020,156.2,151.6,151.95,2922038,29512
20-05-2020,155.15,151.2,153.45,3367090,24181
19-05-2020,157.9,152.5,152.85,3782111,32453
18-05-2020,166.8,155,155.4,3753668,42887
15-05-2020,168.7,164.75,166.4,1795879,13588
14-05-2020,171.8,167.55,167.95,2594684,17529
13-05-2020,178.9,170.5,174.1,3865421,23808
12-05-2020,168.45,160.9,166.7,3795172,30300
11-05-2020,169,165,165.45,2884960,24640
08-05-2020,173.6,166.15,166.7,3593054,27889
07-05-2020,172.7,167.2,170.7,1969788,16858
06-05-2020,173.35,166.55,171.05,4496935,30268
05-05-2020,181.8,168.85,170.5,4880237,45930
04-05-2020,184.7,178,178.8,3893150,35295
30-04-2020,195.75,189.8,190.4,2845074,21948
29-04-2020,191.7,183.8,190,2679334,18938
28-04-2020,185.2,181.3,184.3,2078231,12586
27-04-2020,183.5,180.5,180.85,1826256,12763
24-04-2020,184.5,179,179.7,4049624,27337
23-04-2020,189.9,185.25,186.8,3408851,15484
22-04-2020,189.5,181.4,188.6,3433220,22639
21-04-2020,188.95,183,184.9,2858972,21167
20-04-2020,197.3,190.1,192.55,3386549,25646
17-04-2020,198,186.4,193.3,4596208,32314
16-04-2020,189.8,180.3,188.6,2923051,23709
15-04-2020,191.9,180.25,182.3,3427072,25636
