Date,Symbol,Series,PrevClose,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,DeliverableVolume,Deliverble
19-03-2013,KOTAKBANK,EQ,654.2,656,661,636.1,640.65,638.3,646.61,554614,3.58619E+13,17711,272471,0.4913
20-03-2013,KOTAKBANK,EQ,638.3,637.25,640,628.1,636,633.2,632.93,537133,3.3997E+13,25543,331955,0.618
21-03-2013,KOTAKBANK,EQ,633.2,634,650.6,625.1,632.5,631.65,637.1,634394,4.0417E+13,27363,394555,0.6219
22-03-2013,KOTAKBANK,EQ,631.65,631.65,652,627.25,634.95,638.6,642.19,484599,3.11205E+13,25773,226865,0.4681
25-03-2013,KOTAKBANK,EQ,638.6,643.95,647.65,629.45,631.35,631.85,636.74,850301,5.41418E+13,46490,567255,0.6671
26-03-2013,KOTAKBANK,EQ,631.85,631.8,642.8,626.35,640.65,639.7,635.31,594553,3.77723E+13,22498,372001,0.6257
28-03-2013,KOTAKBANK,EQ,639.7,640,659.7,637.15,656,653,649.1,642905,4.17311E+13,16301,321030,0.4993
01-04-2013,KOTAKBANK,EQ,653,655,655.95,644.95,652.8,652,649.96,202615,1.31692E+13,5831,93084,0.4594
02-04-2013,KOTAKBANK,EQ,652,654.95,660,646.9,655.4,656.3,654.68,315862,2.06789E+13,10064,163826,0.5187
03-04-2013,KOTAKBANK,EQ,656.3,655.95,659.5,646.1,646.1,650.85,655.5,351681,2.30528E+13,12207,215534,0.6129
04-04-2013,KOTAKBANK,EQ,650.85,646.1,651,630,632,632.7,635.32,539977,3.43057E+13,23677,304305,0.5636
05-04-2013,KOTAKBANK,EQ,632.7,636,640.65,629.2,635.05,636.75,635.7,573646,3.64667E+13,22979,391600,0.6827
08-04-2013,KOTAKBANK,EQ,636.75,630.7,640,623.2,628.25,630.1,629.8,1361417,8.57421E+13,15255,1178617,0.8657
09-04-2013,KOTAKBANK,EQ,630.1,633,643.65,615,616,618.75,628.59,506796,3.18567E+13,12443,246059,0.4855
10-04-2013,KOTAKBANK,EQ,618.75,619.9,639.9,618.05,637,638.2,630.4,371683,2.34311E+13,13556,146252,0.3935
11-04-2013,KOTAKBANK,EQ,638.2,640,640.9,620,628.45,630.55,630.41,642002,4.04727E+13,21187,364565,0.5679
12-04-2013,KOTAKBANK,EQ,630.55,630,641.85,630,640.05,638.35,636.62,283778,1.8066E+13,17151,87963,0.31
15-04-2013,KOTAKBANK,EQ,638.35,638.35,649,633.25,639.05,640.7,641.92,300352,1.92802E+13,9926,114951,0.3827
16-04-2013,KOTAKBANK,EQ,640.7,638.7,658.05,636.65,654,653.2,649.67,369717,2.40194E+13,8855,208776,0.5647
17-04-2013,KOTAKBANK,EQ,653.2,656.05,665.45,647.2,659.55,659.75,658.19,817281,5.37923E+13,17707,435716,0.5331
18-04-2013,KOTAKBANK,EQ,659.75,654.1,672,654.1,667.35,668.95,663.24,476623,3.16117E+13,12517,217009,0.4553
22-04-2013,KOTAKBANK,EQ,668.95,668.95,680,663.3,677.95,676.5,672.4,316930,2.13104E+13,7346,131955,0.4164
23-04-2013,KOTAKBANK,EQ,676.5,675.95,696.15,670.65,691,691.9,683.87,339210,2.31976E+13,10345,123730,0.3648
25-04-2013,KOTAKBANK,EQ,691.9,693,714.9,691.85,709.9,710.5,706.88,1131977,8.00167E+13,29864,824716,0.7286
26-04-2013,KOTAKBANK,EQ,710.5,710.25,716.5,695.9,716,712.75,706.19,311778,2.20175E+13,16017,137962,0.4425
29-04-2013,KOTAKBANK,EQ,712.75,713.6,713.6,700,708.5,709,705.86,494982,3.4939E+13,17123,332109,0.671
30-04-2013,KOTAKBANK,EQ,709,707.1,714.9,696.75,707.05,707.1,706.16,610319,4.30986E+13,19501,323052,0.5293
02-05-2013,KOTAKBANK,EQ,707.1,704,724.9,701.2,715.6,717.45,717.53,1390497,9.97722E+13,46538,504633,0.3629
03-05-2013,KOTAKBANK,EQ,717.45,715.9,727.8,707.7,720.8,723.25,720.33,801381,5.77256E+13,21850,363528,0.4536
06-05-2013,KOTAKBANK,EQ,723.25,722,722,704.9,712.5,711.6,710.53,352439,2.50418E+13,7951,166669,0.4729
07-05-2013,KOTAKBANK,EQ,711.6,713.05,731.35,713,730,728.45,721.99,704980,5.08987E+13,22268,471153,0.6683
08-05-2013,KOTAKBANK,EQ,728.45,730,734.8,720,730.35,728.85,726.9,441102,3.20639E+13,9351,273514,0.6201
09-05-2013,KOTAKBANK,EQ,728.85,729.3,730,720.65,725.55,723.35,725.32,248896,1.8053E+13,10299,96940,0.3895
10-05-2013,KOTAKBANK,EQ,723.35,721.25,733.45,716,731,730.45,725.57,431886,3.13363E+13,8850,230311,0.5333
11-05-2013,KOTAKBANK,EQ,730.45,730.5,736.75,727.15,736,734.8,733.05,32524,2.38417E+12,603,19385,0.596
13-05-2013,KOTAKBANK,EQ,734.8,736,736.65,723,725,725,728.79,342596,2.49682E+13,10517,160922,0.4697
14-05-2013,KOTAKBANK,EQ,725,725.8,732.4,720.75,729,729.9,728.13,328337,2.39073E+13,8824,159607,0.4861
15-05-2013,KOTAKBANK,EQ,729.9,730,770.05,726.9,767.3,768.25,754.2,783688,5.91057E+13,20236,438136,0.5591
16-05-2013,KOTAKBANK,EQ,768.25,763,781.5,761.95,780,777.95,769.5,784198,6.0344E+13,14136,436247,0.5563
17-05-2013,KOTAKBANK,EQ,777.95,774,799,768.7,793,794.35,784.21,571617,4.48269E+13,14435,278504,0.4872
20-05-2013,KOTAKBANK,EQ,794.35,794.5,797.95,778,781,781.75,788.32,531866,4.19278E+13,14246,246060,0.4626
21-05-2013,KOTAKBANK,EQ,781.75,781.75,782.8,762.85,763.65,765.1,770.01,536141,4.12831E+13,14081,327521,0.6109
22-05-2013,KOTAKBANK,EQ,765.1,766.1,773.3,759.35,769,768.1,767.13,317584,2.43628E+13,9896,118613,0.3735
23-05-2013,KOTAKBANK,EQ,768.1,763,772.15,752.6,767.2,765.55,764.13,454729,3.47471E+13,19153,215484,0.4739
24-05-2013,KOTAKBANK,EQ,765.55,767.1,784.25,759.4,779.1,781.05,774.48,380975,2.95059E+13,19363,157712,0.414
27-05-2013,KOTAKBANK,EQ,781.05,781.35,793.9,769.25,785.7,789.45,780.08,616977,4.81292E+13,35759,339309,0.55
28-05-2013,KOTAKBANK,EQ,789.45,788,792,772.6,775.35,775.4,778.35,437100,3.40215E+13,14343,244375,0.5591
29-05-2013,KOTAKBANK,EQ,775.4,775,782,764.4,779,777.25,773.44,320970,2.4825E+13,11947,163664,0.5099
30-05-2013,KOTAKBANK,EQ,777.25,779,807.35,772.3,796,799.85,794.66,770724,6.12465E+13,12985,535999,0.6954
31-05-2013,KOTAKBANK,EQ,799.85,793,796,776.8,781,782.95,784.48,685913,5.38084E+13,29152,448964,0.6545
03-06-2013,KOTAKBANK,EQ,782.95,781.25,785.7,765.2,768.2,770.4,770.43,350440,2.69991E+13,14907,165235,0.4715
04-06-2013,KOTAKBANK,EQ,770.4,765,776.7,762.65,764.9,767.3,770.77,403919,3.11327E+13,24597,192942,0.4777
05-06-2013,KOTAKBANK,EQ,767.3,762,771.9,758.7,769.75,768.45,766.55,405044,3.10488E+13,16417,167835,0.4144
06-06-2013,KOTAKBANK,EQ,768.45,766.5,777.95,760,773,774.7,769.1,346897,2.668E+13,19135,152861,0.4407
07-06-2013,KOTAKBANK,EQ,774.7,774.7,775,762,763,762.9,766.6,403417,3.09259E+13,14847,214736,0.5323
10-06-2013,KOTAKBANK,EQ,762.9,765.5,768.3,743.35,755.8,753.65,752.24,425989,3.20444E+13,16944,170680,0.4007
11-06-2013,KOTAKBANK,EQ,753.65,748,764.9,747,749.95,749.4,755.2,916197,6.91911E+13,21005,577775,0.6306
12-06-2013,KOTAKBANK,EQ,749.4,745.25,754.6,740.65,745.15,746.35,747.75,746705,5.5835E+13,26883,467779,0.6265
13-06-2013,KOTAKBANK,EQ,746.35,739,747.9,738.2,746.85,743.4,743.28,303286,2.25425E+13,12279,164506,0.5424
14-06-2013,KOTAKBANK,EQ,743.4,752.9,761.95,748,753,756.7,757.21,259844,1.96755E+13,8913,123213,0.4742
17-06-2013,KOTAKBANK,EQ,756.7,756.7,761.35,745.3,756.5,756.15,754.83,410179,3.09615E+13,11374,248891,0.6068
18-06-2013,KOTAKBANK,EQ,756.15,755.5,771.6,750.05,763.2,762.8,762.7,791149,6.0341E+13,16907,468026,0.5916
19-06-2013,KOTAKBANK,EQ,762.8,762.85,769.5,758.65,764.35,766.15,765.52,419126,3.2085E+13,22180,227067,0.5418
20-06-2013,KOTAKBANK,EQ,766.15,759,760.05,731.35,732,738.6,745.99,597143,4.45464E+13,19854,317333,0.5314
21-06-2013,KOTAKBANK,EQ,738.6,731,738,720.3,727.2,729.5,729.72,685225,5.00026E+13,37889,350749,0.5119
24-06-2013,KOTAKBANK,EQ,729.5,725,725,690.1,696.7,693.7,700.89,665502,4.6644E+13,23673,353667,0.5314
25-06-2013,KOTAKBANK,EQ,693.7,696.55,724.65,691.65,715.5,718.3,705.83,1239573,8.74933E+13,38315,730757,0.5895
26-06-2013,KOTAKBANK,EQ,718.3,718.5,720,683,686,688.25,697.13,1172683,8.17509E+13,47396,801700,0.6836
27-06-2013,KOTAKBANK,EQ,688.25,693.5,710.05,693,700,702.1,700.28,1168833,8.18515E+13,37117,820361,0.7019
28-06-2013,KOTAKBANK,EQ,702.1,708,727,707.5,724.1,722.2,716.26,1541883,1.10438E+14,40898,1181962,0.7666
01-07-2013,KOTAKBANK,EQ,722.2,723,735,715.2,723.5,723.95,726.1,460021,3.34022E+13,20493,252260,0.5484
02-07-2013,KOTAKBANK,EQ,723.95,720.1,724.55,713,716.8,715.75,718.37,336173,2.41496E+13,15789,178678,0.5315
03-07-2013,KOTAKBANK,EQ,715.75,711.8,715.05,695.25,699.95,698.85,700.73,404526,2.83464E+13,22027,232670,0.5752
04-07-2013,KOTAKBANK,EQ,698.85,702.1,710.8,694.5,700,699.55,701.83,409280,2.87247E+13,15940,133023,0.325
05-07-2013,KOTAKBANK,EQ,699.55,707.75,707.75,698.5,702.5,702.65,703.54,214995,1.51259E+13,9518,115891,0.539
08-07-2013,KOTAKBANK,EQ,702.65,697,700.95,683.1,692.95,692.25,690.81,529835,3.66013E+13,24211,291757,0.5507
09-07-2013,KOTAKBANK,EQ,692.25,696.1,719,685.65,719,714.05,699.61,557812,3.9025E+13,27506,248659,0.4458
10-07-2013,KOTAKBANK,EQ,714.05,718,736.5,717.6,719.1,726.35,726.3,891919,6.47802E+13,49209,447383,0.5016
11-07-2013,KOTAKBANK,EQ,726.35,730,752,730,750,745.8,739.51,808075,5.97579E+13,29165,541041,0.6695
12-07-2013,KOTAKBANK,EQ,745.8,753,761.9,736.65,761,758.1,747,591637,4.41954E+13,20383,367129,0.6205
15-07-2013,KOTAKBANK,EQ,758.1,755.8,762.3,746,759.3,757.45,753.96,438713,3.30772E+13,18065,226141,0.5155
16-07-2013,KOTAKBANK,EQ,757.45,730.6,744.9,702.7,712,712.85,716.89,1001330,7.17841E+13,34249,566789,0.566
17-07-2013,KOTAKBANK,EQ,712.85,715,717.2,700.05,715.05,711.4,709.52,1054975,7.48529E+13,50004,639004,0.6057
18-07-2013,KOTAKBANK,EQ,711.4,715,725,678.7,719.9,711.7,696.95,2420750,1.68714E+14,66393,800662,0.3307
19-07-2013,KOTAKBANK,EQ,711.7,711.1,713.8,686.2,686.2,690.85,695.47,1128976,7.85173E+13,38700,652432,0.5779
22-07-2013,KOTAKBANK,EQ,690.85,685.2,703.5,681.15,700.5,700.65,699.65,659427,4.61369E+13,14667,404879,0.614
23-07-2013,KOTAKBANK,EQ,700.65,705,733.95,703,731,730.1,723.88,613788,4.4431E+13,18132,253924,0.4137
24-07-2013,KOTAKBANK,EQ,730.1,716.9,716.9,680,687.6,689.45,690.85,796558,5.50301E+13,24765,378898,0.4757
25-07-2013,KOTAKBANK,EQ,689.45,688.7,699,681.2,687.5,685.15,689.49,673108,4.64102E+13,19136,370505,0.5504
26-07-2013,KOTAKBANK,EQ,685.15,693.8,695,667.5,685.1,679.95,680.58,915309,6.22943E+13,18055,537149,0.5868
29-07-2013,KOTAKBANK,EQ,679.95,677,682.85,657.1,660.05,661.9,662.75,1293886,8.57525E+13,30051,980737,0.758
30-07-2013,KOTAKBANK,EQ,661.9,662.3,678.9,646.8,649.95,650.35,658.94,876443,5.77525E+13,25719,500627,0.5712
31-07-2013,KOTAKBANK,EQ,650.35,648,659.7,622.5,652.1,652.35,638.13,1904788,1.2155E+14,41663,1323335,0.6947
01-08-2013,KOTAKBANK,EQ,652.35,655.2,675,638.8,668.25,666.3,659.52,1089814,7.18759E+13,30752,612539,0.5621
02-08-2013,KOTAKBANK,EQ,666.3,662.25,672.3,645,653,653.5,651.5,749253,4.88135E+13,22898,416564,0.556
05-08-2013,KOTAKBANK,EQ,653.5,653.5,665.8,641,661.9,660.9,659.08,522214,3.44178E+13,21940,250743,0.4802
06-08-2013,KOTAKBANK,EQ,660.9,656.7,656.7,630,636,638.15,638.95,2772877,1.77174E+14,42043,2351183,0.8479
07-08-2013,KOTAKBANK,EQ,638.15,632,645.8,632,632.05,640.9,641.11,1004324,6.43881E+13,24361,604656,0.6021
08-08-2013,KOTAKBANK,EQ,640.9,645,656.5,638.3,652.35,652.75,652.36,640414,4.17781E+13,20815,343745,0.5368
12-08-2013,KOTAKBANK,EQ,652.75,653.1,660.5,646.7,650,650.05,652.87,2723397,1.77803E+14,23639,2362837,0.8676
13-08-2013,KOTAKBANK,EQ,650.05,650,661.8,638.2,660,659.1,654.51,707848,4.63292E+13,15871,366713,0.5181
14-08-2013,KOTAKBANK,EQ,659.1,660,669.35,653.9,661.25,661.3,660.83,1476197,9.75515E+13,14395,1132713,0.7673
16-08-2013,KOTAKBANK,EQ,661.3,652.25,660.75,626.9,633.45,632.25,634.75,1894283,1.2024E+14,22277,1490966,0.7871
19-08-2013,KOTAKBANK,EQ,632.25,629,635,612.15,621,620.8,623.49,659899,4.1144E+13,16988,313649,0.4753
20-08-2013,KOTAKBANK,EQ,620.8,606.35,642.8,602.35,620.1,634.2,624.51,4764820,2.97569E+14,27246,4094784,0.8594
21-08-2013,KOTAKBANK,EQ,634.2,650.1,674,618,635,624.55,641.86,941669,6.04419E+13,20138,447678,0.4754
22-08-2013,KOTAKBANK,EQ,624.55,621.8,638.5,615,631.8,630.6,626.35,1536748,9.62543E+13,18690,1252600,0.8151
23-08-2013,KOTAKBANK,EQ,630.6,636,647.2,624,633.4,642.55,634.64,2028549,1.28739E+14,29528,1655891,0.8163
26-08-2013,KOTAKBANK,EQ,642.55,649.25,650,625,628.8,633.15,635.9,739016,4.69943E+13,14810,503008,0.6806
27-08-2013,KOTAKBANK,EQ,633.15,620,622,601,612.9,613.55,610.92,1127627,6.88887E+13,48033,680992,0.6039
28-08-2013,KOTAKBANK,EQ,613.55,598,623.85,588,599,606.65,602.6,1567215,9.44409E+13,67296,846728,0.5403
29-08-2013,KOTAKBANK,EQ,606.65,608.5,659.8,596.25,636.5,647.45,628.66,2485837,1.56275E+14,59756,1494769,0.6013
30-08-2013,KOTAKBANK,EQ,647.45,635,669,608.45,649,659.6,645.43,1774650,1.14542E+14,68388,912411,0.5141
02-09-2013,KOTAKBANK,EQ,659.6,654.9,674.7,622.35,627.3,627,644.45,681331,4.39086E+13,20296,225475,0.3309
03-09-2013,KOTAKBANK,EQ,627,630.2,640,596,596.5,600.65,614.21,1132249,6.95433E+13,30627,536416,0.4738
04-09-2013,KOTAKBANK,EQ,600.65,599.9,624,591,613,608.5,611.4,1079100,6.59766E+13,37390,451323,0.4182
05-09-2013,KOTAKBANK,EQ,608.5,625.25,675,625.25,665.9,662,662.05,1631658,1.08023E+14,39790,812308,0.4978
06-09-2013,KOTAKBANK,EQ,662,667.7,681.6,652.75,674,677.25,665.25,1096643,7.2954E+13,34476,525230,0.4789
10-09-2013,KOTAKBANK,EQ,677.25,686.3,714.4,685.1,705,708.45,699.29,952668,6.66192E+13,38928,564991,0.5931
11-09-2013,KOTAKBANK,EQ,708.45,700,718.3,689,716.7,715.2,702.05,969907,6.8092E+13,21430,471144,0.4858
12-09-2013,KOTAKBANK,EQ,715.2,715.2,720.85,691.85,698.05,700.5,704.15,654214,4.60666E+13,38768,276617,0.4228
13-09-2013,KOTAKBANK,EQ,700.5,694.9,722.9,691.2,717,716,711.57,972433,6.91954E+13,35749,499579,0.5137
16-09-2013,KOTAKBANK,EQ,716,735,738.7,703.9,709,711.1,715.79,5671924,4.05991E+14,31527,5324147,0.9387
17-09-2013,KOTAKBANK,EQ,711.1,714,715.6,701.05,708,709.25,709.73,497966,3.5342E+13,20552,233314,0.4685
18-09-2013,KOTAKBANK,EQ,709.25,710,717,697,714.5,714.85,707.2,816227,5.7724E+13,28323,462970,0.5672
19-09-2013,KOTAKBANK,EQ,714.85,747.1,779,742,772.6,771.65,765.61,1742806,1.33431E+14,38231,1092310,0.6268
20-09-2013,KOTAKBANK,EQ,771.65,773,775.95,727.4,748.85,748.2,751.02,1267615,9.52007E+13,33135,548488,0.4327
23-09-2013,KOTAKBANK,EQ,748.2,733.55,740.7,714.05,715,719.3,721.63,761924,5.49825E+13,28514,443651,0.5823
24-09-2013,KOTAKBANK,EQ,719.3,707,732.4,707,720.95,720.1,723.15,677507,4.89941E+13,22440,275999,0.4074
25-09-2013,KOTAKBANK,EQ,720.1,721.2,724.75,695.25,711,709.3,708.06,1626527,1.15167E+14,26966,1266515,0.7787
26-09-2013,KOTAKBANK,EQ,709.3,709.3,721.5,698,703.65,703.4,706.95,1272973,8.99929E+13,26942,767045,0.6026
27-09-2013,KOTAKBANK,EQ,703.4,707,712.85,680.1,682.8,682.85,692.38,682389,4.72474E+13,19556,316470,0.4638
30-09-2013,KOTAKBANK,EQ,682.85,677,689.15,668.4,673.5,678.1,678.74,653571,4.43603E+13,25774,279605,0.4278
01-10-2013,KOTAKBANK,EQ,678.1,678.4,689.5,667,687,685.1,679.32,462834,3.14412E+13,24735,138979,0.3003
03-10-2013,KOTAKBANK,EQ,685.1,690,704.85,687.6,700,700.1,699.07,785516,5.49127E+13,33114,385143,0.4903
04-10-2013,KOTAKBANK,EQ,700.1,697.8,707.6,689.8,698,695.55,698.64,777208,5.4299E+13,28610,352366,0.4534
07-10-2013,KOTAKBANK,EQ,695.55,693.25,700,677.1,689.7,686.75,683.21,489727,3.34589E+13,16431,184939,0.3776
08-10-2013,KOTAKBANK,EQ,686.75,705.5,716.75,686,692.1,694.85,699.29,522848,3.65621E+13,15828,110082,0.2105
09-10-2013,KOTAKBANK,EQ,694.85,687,723.7,685.35,722.8,718.8,708.81,594291,4.2124E+13,20546,246697,0.4151
10-10-2013,KOTAKBANK,EQ,718.8,717,723.5,700.3,707.1,705.7,709.96,972688,6.90567E+13,22920,525598,0.5404
11-10-2013,KOTAKBANK,EQ,705.7,715,720.05,702.6,703.75,705,708.51,883441,6.25929E+13,20344,507449,0.5744
14-10-2013,KOTAKBANK,EQ,705,705,714.5,695.5,698.05,698.6,702.85,713319,5.01354E+13,14986,297190,0.4166
15-10-2013,KOTAKBANK,EQ,698.6,703,705,678.2,679.6,682.9,688.83,668611,4.6056E+13,26703,331612,0.496
17-10-2013,KOTAKBANK,EQ,682.9,684.7,694.5,673,676,676.85,681.72,745591,5.08285E+13,23534,307787,0.4128
18-10-2013,KOTAKBANK,EQ,676.85,680.1,704.35,678.6,700.35,701.35,693.28,1244979,8.63115E+13,28809,788561,0.6334
21-10-2013,KOTAKBANK,EQ,701.35,705,723.5,700.25,716,716.85,716.96,1429060,1.02458E+14,33910,987450,0.691
22-10-2013,KOTAKBANK,EQ,716.85,712.1,719.8,706,708.55,709.1,711.85,947968,6.74811E+13,21539,569129,0.6004
23-10-2013,KOTAKBANK,EQ,709.1,711,719.2,705.1,710,710.1,711.11,675853,4.80608E+13,23759,321335,0.4755
24-10-2013,KOTAKBANK,EQ,710.1,705.7,730.5,703.6,706.85,707.05,719.02,1554694,1.11785E+14,40430,423006,0.2721
25-10-2013,KOTAKBANK,EQ,707.05,706.45,716.8,695.35,704.3,704.9,706.84,1061537,7.50337E+13,22442,481336,0.4534
28-10-2013,KOTAKBANK,EQ,704.9,709.9,715.8,705.6,708.5,708.5,709.68,631086,4.47866E+13,11979,346747,0.5494
29-10-2013,KOTAKBANK,EQ,708.5,706,735,703.75,732.5,733.05,720.29,1460290,1.05184E+14,30051,727056,0.4979
30-10-2013,KOTAKBANK,EQ,733.05,736,744.55,733.1,737.65,738.1,739.78,636429,4.7082E+13,15868,279062,0.4385
31-10-2013,KOTAKBANK,EQ,738.1,738.7,761.8,729.3,753.85,752.45,745.52,1146688,8.54874E+13,34779,746527,0.651
01-11-2013,KOTAKBANK,EQ,752.45,753,756.2,745.55,746,748.5,750.59,1172980,8.80425E+13,37483,826148,0.7043
03-11-2013,KOTAKBANK,EQ,748.5,752.75,752.75,740.6,741.7,743.6,744.87,52452,3.90697E+12,1692,22443,0.4279
05-11-2013,KOTAKBANK,EQ,743.6,743.4,753,734.35,742.75,745.4,742.79,845503,6.28028E+13,27148,459941,0.544
06-11-2013,KOTAKBANK,EQ,745.4,745,748.15,730,733,731.45,735.8,270676,1.99162E+13,13227,90938,0.336
07-11-2013,KOTAKBANK,EQ,731.45,732,746.9,730,732.4,734.65,739.15,411354,3.04053E+13,10255,155095,0.377
08-11-2013,KOTAKBANK,EQ,734.65,726.15,734,717.25,721.5,727.4,727.18,426365,3.10042E+13,16979,158455,0.3716
11-11-2013,KOTAKBANK,EQ,727.4,716.1,726.7,709.2,715.35,712.35,714.92,490183,3.50441E+13,17921,244484,0.4988
12-11-2013,KOTAKBANK,EQ,712.35,711.05,729.4,711.05,715.2,716.2,721.2,332538,2.39825E+13,10912,119252,0.3586
13-11-2013,KOTAKBANK,EQ,716.2,712.9,723.5,710,717.9,718.25,717.21,433177,3.10678E+13,19631,156477,0.3612
14-11-2013,KOTAKBANK,EQ,718.25,725,734.75,720.3,726.4,725.65,727.55,530776,3.86167E+13,13293,266733,0.5025
18-11-2013,KOTAKBANK,EQ,725.65,737.7,745,732.4,742.05,743.05,740.06,605982,4.48466E+13,19724,402223,0.6638
19-11-2013,KOTAKBANK,EQ,743.05,746,746,732.65,737,735.35,736.13,405211,2.98288E+13,15642,212626,0.5247
20-11-2013,KOTAKBANK,EQ,735.35,735.35,744.8,725.65,729.7,732.95,737.93,445375,3.28656E+13,14045,186686,0.4192
21-11-2013,KOTAKBANK,EQ,732.95,726,728.4,708,716.2,711.5,713.67,639314,4.56257E+13,20404,346099,0.5414
22-11-2013,KOTAKBANK,EQ,711.5,716.1,728,713.5,717,716.6,720.74,530898,3.82638E+13,19164,250368,0.4716
25-11-2013,KOTAKBANK,EQ,716.6,722,748,720.6,746.7,745.65,736.64,509645,3.75424E+13,11932,237191,0.4654
26-11-2013,KOTAKBANK,EQ,745.65,744,749.9,735.1,749.8,745.85,743.98,1648924,1.22676E+14,30212,1206587,0.7317
27-11-2013,KOTAKBANK,EQ,745.85,744.7,749.7,736.7,744.45,747.05,743.3,250607,1.86276E+13,9297,105450,0.4208
28-11-2013,KOTAKBANK,EQ,747.05,747,756.85,740.25,755,751.9,750.75,799712,6.00382E+13,26054,386256,0.483
29-11-2013,KOTAKBANK,EQ,751.9,758,764.7,752,756.25,756.8,758.36,573740,4.35101E+13,24936,341720,0.5956
02-12-2013,KOTAKBANK,EQ,756.8,756.25,774,756.25,769.35,770.55,764.75,475375,3.63541E+13,14810,201074,0.423
03-12-2013,KOTAKBANK,EQ,770.55,766.65,767.95,754.45,758,758.7,759.34,432877,3.287E+13,16494,242433,0.5601
04-12-2013,KOTAKBANK,EQ,758.7,753.1,761.4,746.65,748.8,749.05,752.96,547847,4.12508E+13,20651,306395,0.5593
05-12-2013,KOTAKBANK,EQ,749.05,758,771.3,755,762,761.95,763.62,758741,5.79389E+13,26574,457162,0.6025
06-12-2013,KOTAKBANK,EQ,761.95,764.3,769,751.65,759.35,757.85,757.97,629218,4.76927E+13,20507,366390,0.5823
09-12-2013,KOTAKBANK,EQ,757.85,785,787.9,759.75,761.25,763.9,766.68,785979,6.02591E+13,23183,469444,0.5973
10-12-2013,KOTAKBANK,EQ,763.9,764.25,776.8,754.55,773,772.5,764.95,762378,5.8318E+13,20257,392685,0.5151
11-12-2013,KOTAKBANK,EQ,772.5,767.15,774.8,760.7,771.4,768.95,767.43,457344,3.5098E+13,16075,222162,0.4858
12-12-2013,KOTAKBANK,EQ,768.95,762.2,770.7,757.25,764.95,765.1,764.28,301313,2.30286E+13,10773,126076,0.4184
13-12-2013,KOTAKBANK,EQ,765.1,758.55,762.1,753.9,756,758.5,757.96,369044,2.79721E+13,20298,180338,0.4887
16-12-2013,KOTAKBANK,EQ,758.5,758.4,759.05,747.8,751,750.8,752.78,358169,2.69623E+13,17943,194385,0.5427
17-12-2013,KOTAKBANK,EQ,750.8,756.5,758.55,738.3,739.65,740.6,745.59,306708,2.28679E+13,11297,169343,0.5521
18-12-2013,KOTAKBANK,EQ,740.6,740.9,763.15,738.5,749.9,750.2,750.43,1075427,8.07028E+13,43377,708618,0.6589
19-12-2013,KOTAKBANK,EQ,750.2,757,757.1,720,723,721.95,726.84,680040,4.94278E+13,28270,267106,0.3928
20-12-2013,KOTAKBANK,EQ,721.95,722.7,736.35,715.05,735.4,733.15,722.63,1089017,7.8696E+13,30655,658336,0.6045
23-12-2013,KOTAKBANK,EQ,733.15,734.9,741,729,729.3,732.55,736.21,406416,2.99208E+13,14155,217533,0.5352
24-12-2013,KOTAKBANK,EQ,732.55,734,735,723,726.1,728.8,728.99,290553,2.11812E+13,17744,139871,0.4814
26-12-2013,KOTAKBANK,EQ,728.8,727,735,722.05,725.75,725.9,727.25,925152,6.72815E+13,24809,527220,0.5699
27-12-2013,KOTAKBANK,EQ,725.9,729.7,742.95,727,739,740.05,738.19,534567,3.94612E+13,22230,289217,0.541
30-12-2013,KOTAKBANK,EQ,740.05,740.5,741.1,725.7,736,731.8,731.65,446726,3.26846E+13,12337,196714,0.4403
31-12-2013,KOTAKBANK,EQ,731.8,734.95,735,725.5,727.7,728.25,728.29,180271,1.3129E+13,12794,77491,0.4299
01-01-2014,KOTAKBANK,EQ,728.25,732,732.05,720.75,723.8,722.55,724.09,392768,2.84401E+13,9567,253455,0.6453
02-01-2014,KOTAKBANK,EQ,722.55,722.6,731.45,703,705.5,707.4,720.98,456139,3.28869E+13,10105,189678,0.4158
03-01-2014,KOTAKBANK,EQ,707.4,707.1,716.3,696.6,713,712.55,711.03,572567,4.07112E+13,21391,286840,0.501
06-01-2014,KOTAKBANK,EQ,712.55,710,717,705.6,712,714.1,711.31,446715,3.17753E+13,12691,284815,0.6376
07-01-2014,KOTAKBANK,EQ,714.1,712,715,700,707.65,708.15,705.43,643794,4.54152E+13,29097,344371,0.5349
08-01-2014,KOTAKBANK,EQ,708.15,709,717,703.65,713,712.9,713.05,312983,2.23171E+13,15112,179540,0.5736
09-01-2014,KOTAKBANK,EQ,712.9,710.5,715.55,706.65,709,710.15,711.09,307583,2.18719E+13,16037,187355,0.6091
10-01-2014,KOTAKBANK,EQ,710.15,704.1,714.8,698,699.8,700.45,706.66,366224,2.58796E+13,15837,176203,0.4811
13-01-2014,KOTAKBANK,EQ,700.45,695.15,724.75,695.15,723.95,716.9,709.56,472492,3.3526E+13,38606,256472,0.5428
14-01-2014,KOTAKBANK,EQ,716.9,716,723.1,707,714,711.3,712.88,263826,1.88077E+13,7899,122602,0.4647
15-01-2014,KOTAKBANK,EQ,711.3,714,731.15,712.55,726.35,729.15,724.24,555643,4.02417E+13,22535,311276,0.5602
