Date,Symbol,Series,PrevClose,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,DeliverableVolume,Deliverble
17-08-2007,KOTAKBANK,EQ,666.2,666.2,679,612.35,630,634.95,646.75,1944152,1.25738E+14,,806977,0.4151
20-08-2007,KOTAKBANK,EQ,634.95,650,691.8,645,683.5,686.25,670.74,1353522,9.07856E+13,,492166,0.3636
21-08-2007,KOTAKBANK,EQ,686.25,690,695,633.25,640,639.3,658.92,1143510,7.53477E+13,,369612,0.3232
22-08-2007,KOTAKBANK,EQ,639.3,635,659,620.3,647.05,648.15,643.7,1064224,6.85037E+13,,342396,0.3217
23-08-2007,KOTAKBANK,EQ,648.15,658.5,667,620.05,630,625.55,640.88,957908,6.13905E+13,,298558,0.3117
24-08-2007,KOTAKBANK,EQ,625.55,635,652.5,627.25,647.95,648.75,641.86,889834,5.71146E+13,,363876,0.4089
27-08-2007,KOTAKBANK,EQ,648.75,660,686.85,652.3,680.35,681.75,675.27,1035846,6.99473E+13,,382691,0.3694
28-08-2007,KOTAKBANK,EQ,681.75,686,709,672,698.55,700,696.49,1179884,8.21779E+13,,345807,0.2931
29-08-2007,KOTAKBANK,EQ,700,698.1,704,674.55,700.1,699.35,696.6,1224415,8.52928E+13,,510489,0.4169
30-08-2007,KOTAKBANK,EQ,699.35,705,714.9,682.5,686,689.45,696.66,972165,6.77267E+13,,572110,0.5885
31-08-2007,KOTAKBANK,EQ,689.45,697.65,715,687,705.3,706.85,707.1,1035547,7.32239E+13,,419490,0.4051
03-09-2007,KOTAKBANK,EQ,706.85,719.5,729,707,723.55,724.15,720.88,770346,5.55329E+13,,286576,0.372
04-09-2007,KOTAKBANK,EQ,724.15,777,777,720.1,726.05,730.1,731.69,714624,5.22881E+13,,348829,0.4881
05-09-2007,KOTAKBANK,EQ,730.1,705.15,737,705.15,715,717.7,723.22,355274,2.56943E+13,,106975,0.3011
06-09-2007,KOTAKBANK,EQ,717.7,651.65,735,651.65,733,732.5,728.53,460914,3.35788E+13,,155674,0.3378
07-09-2007,KOTAKBANK,EQ,732.5,738,739.9,715.6,719,717.9,726.7,320417,2.32846E+13,,82499,0.2575
10-09-2007,KOTAKBANK,EQ,717.9,703.65,750,703.65,748,748,736.68,725574,5.34519E+13,,223063,0.3074
11-09-2007,KOTAKBANK,EQ,748,751,760.95,736.1,738.15,738.55,748.79,870543,6.51851E+13,,299173,0.3437
12-09-2007,KOTAKBANK,EQ,738.55,744.75,756.35,744,750.1,748.55,749.56,540374,4.05045E+13,,204562,0.3786
13-09-2007,KOTAKBANK,EQ,748.55,754,777,748,773.5,774.05,762.56,1093513,8.33874E+13,,409950,0.3749
14-09-2007,KOTAKBANK,EQ,774.05,783,792,768,781,772.15,781.63,1022022,7.98839E+13,,501269,0.4905
17-09-2007,KOTAKBANK,EQ,772.15,760,803.9,760,795,797.75,787.33,737686,5.80799E+13,,217727,0.2951
18-09-2007,KOTAKBANK,EQ,797.75,773.4,820.5,714.4,816,816.25,808.74,1245320,1.00715E+14,,430574,0.3458
19-09-2007,KOTAKBANK,EQ,816.25,830,849.5,828.9,839.1,837.6,839.95,748204,6.28456E+13,,330960,0.4423
20-09-2007,KOTAKBANK,EQ,837.6,847.5,865.9,833.35,854.95,853.55,853.24,868688,7.41197E+13,,387716,0.4463
21-09-2007,KOTAKBANK,EQ,853.55,835.5,876.7,835.5,870,869.05,868.74,659038,5.72531E+13,,313671,0.476
24-09-2007,KOTAKBANK,EQ,869.05,869.05,897.9,868.1,891,890.4,883.16,523446,4.62287E+13,,253403,0.4841
25-09-2007,KOTAKBANK,EQ,890.4,890,899.5,860.35,891,888.8,880.02,576483,5.07316E+13,,255402,0.443
26-09-2007,KOTAKBANK,EQ,888.8,881,932.8,870.15,923,912.1,909.97,960576,8.74092E+13,,193250,0.2012
27-09-2007,KOTAKBANK,EQ,912.1,930,938,883.05,895.75,893.05,907.58,1019684,9.25443E+13,,593871,0.5824
28-09-2007,KOTAKBANK,EQ,893.05,895,927,895,926,922.2,915.9,558461,5.11493E+13,,167583,0.3001
01-10-2007,KOTAKBANK,EQ,922.2,925,950,915.15,944.15,945.25,937.02,764631,7.16477E+13,,339427,0.4439
03-10-2007,KOTAKBANK,EQ,945.25,948,998,915.15,996.75,988.35,970.82,1257017,1.22034E+14,,497292,0.3956
04-10-2007,KOTAKBANK,EQ,988.35,992,1012.7,980,997,1001.3,997.06,665826,6.63869E+13,,191590,0.2877
05-10-2007,KOTAKBANK,EQ,1001.3,961.2,1009.8,947.5,953,957.6,974.98,573152,5.58814E+13,,266298,0.4646
08-10-2007,KOTAKBANK,EQ,957.6,967,988.9,884,915,911.8,916.5,882673,8.08971E+13,,281469,0.3189
09-10-2007,KOTAKBANK,EQ,911.8,915.15,976,892.7,972.05,972.3,951.77,752123,7.15851E+13,,231007,0.3071
10-10-2007,KOTAKBANK,EQ,972.3,980,991,954,976.05,978.95,976.32,538257,5.25512E+13,,196408,0.3649
11-10-2007,KOTAKBANK,EQ,978.95,976,999.9,962.65,987,985.85,984.69,292647,2.88168E+13,,99806,0.341
12-10-2007,KOTAKBANK,EQ,985.85,971.45,988.2,956,968,965.1,975.66,300604,2.93288E+13,,125405,0.4172
15-10-2007,KOTAKBANK,EQ,965.1,984.1,1009,971,998,996.2,988.32,479846,4.74241E+13,,246984,0.5147
16-10-2007,KOTAKBANK,EQ,996.2,998,1034,971.55,993.5,999.35,1002.83,647386,6.4922E+13,,191830,0.2963
17-10-2007,KOTAKBANK,EQ,999.35,940,959.75,808,926.7,933.75,930.55,750463,6.98342E+13,,369544,0.4924
18-10-2007,KOTAKBANK,EQ,933.75,939.75,982,895,900,909.15,946.85,698080,6.60975E+13,,310647,0.445
19-10-2007,KOTAKBANK,EQ,909.15,900,910,801,832.15,830.8,847.06,828917,7.0214E+13,,406621,0.4905
22-10-2007,KOTAKBANK,EQ,830.8,831.1,858.95,810,839,838.95,836.76,786399,6.5803E+13,,441315,0.5612
23-10-2007,KOTAKBANK,EQ,838.95,900,959.95,845,950.5,951.3,925.05,1065376,9.85527E+13,,508123,0.4769
24-10-2007,KOTAKBANK,EQ,951.3,970,987.7,948,958.2,959.05,967.66,734376,7.10623E+13,,357463,0.4868
25-10-2007,KOTAKBANK,EQ,959.05,969,1005,951,974,972.95,980.09,1484402,1.45485E+14,,774360,0.5217
26-10-2007,KOTAKBANK,EQ,972.95,996,1052.9,982.1,1028,1027.05,1022.91,1280074,1.3094E+14,,378974,0.2961
29-10-2007,KOTAKBANK,EQ,1027.05,1050,1067.9,1028,1039,1042.2,1047.17,575662,6.02814E+13,,304114,0.5283
30-10-2007,KOTAKBANK,EQ,1042.2,1036,1058,1002,1012.45,1013.2,1029.1,738869,7.60369E+13,,244967,0.3315
31-10-2007,KOTAKBANK,EQ,1013.2,1017,1037,991,1000.05,1000.85,1015.27,536346,5.44535E+13,,227861,0.4248
01-11-2007,KOTAKBANK,EQ,1000.85,1016,1043,991,999,999.35,1010.82,538268,5.44095E+13,,303673,0.5642
02-11-2007,KOTAKBANK,EQ,999.35,975,1017,960,1011,1011.8,995.46,289660,2.88344E+13,,105632,0.3647
05-11-2007,KOTAKBANK,EQ,1011.8,1007.8,1035,975,986,981.9,999.9,679604,6.79535E+13,,270002,0.3973
06-11-2007,KOTAKBANK,EQ,981.9,1000,1008.7,943,960.1,954.05,974.46,474671,4.62546E+13,,220528,0.4646
07-11-2007,KOTAKBANK,EQ,954.05,964.7,977,925,934.8,934.4,945.13,455725,4.30718E+13,,218194,0.4788
08-11-2007,KOTAKBANK,EQ,934.4,945,989,895,964.65,966.35,956.37,548043,5.24131E+13,,186437,0.3402
09-11-2007,KOTAKBANK,EQ,966.35,979,980,935,941,944.2,950.71,54232,5.1559E+12,,21458,0.3957
12-11-2007,KOTAKBANK,EQ,944.2,937.6,948.75,910.2,929,934.1,932.55,484890,4.52184E+13,,239224,0.4934
13-11-2007,KOTAKBANK,EQ,934.1,940,990,930.1,983,978.35,968.87,497629,4.8214E+13,,286252,0.5752
14-11-2007,KOTAKBANK,EQ,978.35,997,1021,986.05,1007.3,1009.25,1005.32,454802,4.57221E+13,,229566,0.5048
15-11-2007,KOTAKBANK,EQ,1009.25,1005,1099,1002.1,1060,1061.5,1049.31,803554,8.4318E+13,,325949,0.4056
16-11-2007,KOTAKBANK,EQ,1061.5,1090,1114,1001.6,1096,1091.85,1094.23,844561,9.24145E+13,,386040,0.4571
19-11-2007,KOTAKBANK,EQ,1091.85,1109.9,1141.9,1103,1115,1112.65,1121.06,958197,1.07419E+14,,529343,0.5524
20-11-2007,KOTAKBANK,EQ,1112.65,1115,1168,1101,1152,1140,1143.26,773255,8.84031E+13,,320966,0.4151
21-11-2007,KOTAKBANK,EQ,1140,1150,1170,1071,1103,1087.25,1110.29,600987,6.67271E+13,,254517,0.4235
22-11-2007,KOTAKBANK,EQ,1087.25,1085,1140,1020.05,1137,1118.1,1077.54,783290,8.44023E+13,,338453,0.4321
